,ID,Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Personal.Loan,Securities.Account,CD.Account,Online,CreditCard
4792,4793,36,10,28,90840,4,1.0,1,130,0,0,0,1,0
4793,4794,45,21,59,94703,2,2.5,1,155,0,0,0,1,0
4794,4795,56,30,29,94110,4,1.5,3,146,0,0,0,0,0
4795,4796,46,21,39,91710,2,1.3,1,101,0,0,0,1,0
4796,4797,26,0,42,95032,4,1.3,3,0,0,1,0,0,0
4797,4798,37,11,24,94115,4,1.0,1,0,0,0,0,0,0
4798,4799,44,20,62,91604,3,0.3,3,0,0,0,0,0,1
4799,4800,44,20,33,94306,4,0.3,1,142,0,0,0,0,1
4800,4801,33,7,73,94028,1,2.5,1,135,0,0,0,0,0
4801,4802,34,10,88,94404,2,0.0,1,121,0,0,0,1,0
4802,4803,35,11,58,91330,3,2.8,1,0,0,0,0,1,0
4803,4804,48,24,48,92064,2,2.1,3,0,0,0,0,1,0
4804,4805,58,32,40,94124,1,2.8,2,0,0,0,0,0,0
4805,4806,30,6,160,90630,1,4.3,1,249,0,0,0,1,0
4806,4807,62,37,39,93117,3,1.5,1,0,0,0,0,1,0
4807,4808,40,14,53,90064,1,2.0,1,0,0,0,0,1,1
4808,4809,42,16,32,90033,3,0.5,2,0,0,0,0,0,1
4809,4810,43,19,32,94501,3,0.6,2,0,0,0,0,0,0
4810,4811,58,34,11,92037,2,0.3,1,96,0,0,0,1,0
4811,4812,36,12,123,90502,2,3.0,3,0,1,0,0,0,0
4812,4813,29,4,184,92126,4,2.2,3,612,1,0,0,1,0
4813,4814,49,23,60,95023,3,0.7,2,142,0,0,0,1,1
4814,4815,60,34,41,90064,3,2.2,3,0,0,0,0,0,1
4815,4816,58,32,99,92697,2,1.4,1,0,0,0,0,0,1
4816,4817,50,24,83,92333,3,3.0,2,0,0,0,0,0,1
4817,4818,46,22,134,93305,2,3.3,1,0,0,0,0,0,0
4818,4819,45,19,85,94112,2,1.7,2,0,0,0,0,1,0
4819,4820,32,6,41,95833,3,0.9,1,179,0,0,0,0,0
4820,4821,42,17,44,94124,1,0.3,3,0,0,1,1,1,1
4821,4822,30,6,62,95831,1,0.1,1,0,0,0,0,1,1
4822,4823,60,36,149,92007,1,4.7,1,0,0,0,0,1,0
4823,4824,46,21,115,95616,2,4.2,3,0,1,1,1,1,1
4824,4825,32,6,25,96001,3,1.0,1,0,0,0,0,1,0
4825,4826,56,32,84,95014,2,1.6,1,0,0,0,0,1,0
4826,4827,56,31,81,93943,2,0.0,3,225,0,0,0,0,0
4827,4828,30,6,181,91203,1,4.3,1,230,0,0,0,1,0
4828,4829,52,28,62,90089,1,1.8,3,0,0,0,0,1,0
4829,4830,31,7,11,94304,1,0.5,3,80,0,0,0,1,1
4830,4831,37,12,60,95616,4,2.1,3,217,0,0,0,1,0
4831,4832,30,6,42,91711,1,2.1,3,144,0,0,0,0,1
4832,4833,29,4,83,91950,4,2.2,2,0,0,0,0,1,1
4833,4834,49,24,109,92647,1,0.6,1,0,0,0,0,0,0
4834,4835,49,23,70,94305,1,0.3,1,217,0,0,0,0,0
4835,4836,65,39,25,95370,2,0.4,1,113,0,0,0,1,0
4836,4837,54,24,72,93943,3,1.4,3,218,0,0,0,0,1
4837,4838,36,10,183,95348,2,0.0,1,0,0,0,0,0,0
4838,4839,56,30,44,91330,4,2.5,1,0,0,0,0,0,1
4839,4840,34,8,52,95060,4,0.2,1,0,0,0,0,1,0
4840,4841,33,9,18,91768,4,0.4,2,0,0,0,0,1,0
4841,4842,59,35,40,92870,4,0.4,1,135,0,0,0,1,0
4842,4843,49,23,174,95449,3,4.6,2,590,1,0,0,0,0
4843,4844,61,34,41,94123,4,2.5,2,0,0,0,0,1,0
4844,4845,31,6,81,90840,2,2.5,1,313,0,0,0,0,0
4845,4846,45,21,128,94305,1,4.7,1,0,0,0,0,0,0
4846,4847,35,10,135,94596,3,4.8,2,0,1,0,0,1,0
4847,4848,37,11,65,94143,2,2.4,2,260,0,0,0,1,0
4848,4849,58,32,145,94920,2,0.5,1,119,0,0,0,1,0
4849,4850,49,25,65,90007,2,1.0,3,0,0,0,0,1,1
4850,4851,63,39,119,91330,1,2.9,1,0,0,1,0,1,0
4851,4852,55,31,124,93407,2,0.3,1,0,0,0,0,1,0
4852,4853,38,12,33,94708,4,1.5,3,0,0,1,0,0,1
4853,4854,45,19,41,91109,1,0.2,1,0,0,0,0,1,0
4854,4855,44,20,105,91730,1,4.7,1,0,0,0,0,0,1
4855,4856,58,32,130,94720,2,2.7,1,0,0,0,0,1,0
4856,4857,56,31,80,92069,4,1.3,3,0,0,0,0,1,0
4857,4858,37,13,115,90025,1,0.8,2,0,0,0,0,1,1
4858,4859,50,24,62,94550,2,0.8,3,0,0,0,0,1,0
4859,4860,34,8,165,91107,1,7.0,3,541,1,0,0,0,0
4860,4861,51,25,34,93106,3,0.6,2,128,0,0,0,1,0
4861,4862,49,24,18,95616,1,0.4,3,121,0,0,0,1,0
4862,4863,33,7,44,95605,1,0.3,1,0,0,0,0,0,0
4863,4864,61,35,25,91768,1,0.8,2,142,0,0,0,1,0
4864,4865,41,16,52,91311,2,2.2,3,0,0,0,0,1,0
4865,4866,50,24,133,90025,4,1.4,2,342,1,0,0,0,1
4866,4867,41,17,71,94801,2,3.2,1,0,0,0,0,1,1
4867,4868,38,12,61,94598,4,0.2,3,0,0,0,0,1,0
4868,4869,51,27,62,94063,2,3.2,3,118,0,0,0,0,1
4869,4870,63,39,33,92121,3,0.1,3,0,0,0,0,0,1
4870,4871,55,30,28,94040,2,2.0,2,0,0,0,0,1,1
4871,4872,46,22,53,95616,4,1.9,1,187,0,0,0,0,0
4872,4873,27,3,69,94305,3,0.7,2,0,0,0,0,1,1
4873,4874,59,35,165,94309,2,6.0,1,0,0,0,0,1,0
4874,4875,26,0,75,94061,3,0.3,3,0,0,0,0,0,0
4875,4876,61,36,54,94539,3,1.5,1,0,0,0,0,1,0
4876,4877,44,19,142,95054,1,1.5,3,0,1,0,0,0,0
4877,4878,53,29,53,92648,4,0.1,3,0,0,0,0,0,0
4878,4879,34,9,41,92093,1,1.0,1,0,0,0,0,1,0
4879,4880,40,15,43,90095,4,1.7,1,98,0,0,0,0,0
4880,4881,56,32,79,92037,3,2.67,1,0,0,0,0,1,0
4881,4882,57,32,24,92346,2,0.2,3,140,0,0,0,1,0
4882,4883,43,19,73,94301,3,2.33,1,0,0,1,1,1,1
4883,4884,38,13,129,92646,3,4.1,3,0,1,0,1,1,1
4884,4885,60,34,50,95670,3,2.2,3,0,0,0,0,1,1
4885,4886,54,30,28,92103,2,0.8,1,0,0,0,0,1,0
4886,4887,51,26,64,94005,4,1.8,3,0,0,0,0,0,0
4887,4888,41,15,49,90245,3,0.9,3,0,0,0,1,1,1
4888,4889,25,1,121,93106,1,5.4,1,158,0,0,0,1,0
4889,4890,58,28,58,90073,3,2.0,3,0,0,0,0,1,0
4890,4891,61,35,51,93555,3,1.4,3,0,0,0,0,1,0
4891,4892,56,31,61,90024,4,0.9,1,0,0,1,1,1,1
4892,4893,43,19,35,94112,1,0.3,3,120,0,1,0,1,0
4893,4894,42,12,39,94704,3,2.0,3,0,0,1,1,1,1
4894,4895,48,22,74,93950,1,1.4,3,0,0,1,0,0,0
4895,4896,45,20,201,92120,2,2.8,1,0,0,0,0,1,1
4896,4897,40,15,81,94304,2,0.4,1,0,0,0,0,1,0
4897,4898,43,18,44,91345,1,2.4,1,0,0,0,0,0,0
4898,4899,52,26,19,94143,1,1.4,3,96,0,0,0,1,0
4899,4900,54,29,85,94928,4,1.3,3,299,0,0,0,1,0
4900,4901,26,1,74,90028,4,2.2,1,0,0,0,0,1,0
4901,4902,26,0,54,96094,3,1.1,2,0,0,0,0,1,0
4902,4903,33,8,58,90505,2,2.5,1,0,0,0,0,1,0
4903,4904,40,15,18,94534,2,0.1,2,119,0,0,0,1,1
4904,4905,64,40,88,94305,1,3.8,1,243,0,0,0,1,1
4905,4906,62,37,19,93109,3,0.5,1,89,0,0,0,0,0
4906,4907,54,28,49,94608,1,2.2,3,128,0,0,0,0,0
4907,4908,34,9,101,94080,3,0.6,2,0,0,0,0,0,0
4908,4909,40,16,138,92121,2,6.1,1,0,0,0,0,1,0
4909,4910,41,16,25,95014,2,0.1,2,0,0,0,0,0,1
4910,4911,48,22,120,90291,1,0.0,1,0,0,0,0,1,0
4911,4912,46,22,153,94539,2,7.5,1,0,0,0,0,0,0
4912,4913,51,26,28,94061,1,1.3,2,94,0,1,0,1,0
4913,4914,30,4,110,93943,1,2.9,3,0,0,0,0,1,0
4914,4915,65,39,94,92374,1,2.0,1,0,0,0,0,0,1
4915,4916,49,24,48,93117,1,1.3,2,0,0,0,0,0,1
4916,4917,29,5,123,90291,2,0.6,1,0,0,0,0,1,0
4917,4918,36,10,33,95616,4,1.2,2,82,0,1,0,1,0
4918,4919,50,25,42,90232,2,0.7,2,110,0,0,0,0,1
4919,4920,41,16,68,92122,3,3.0,1,0,0,0,0,1,1
4920,4921,42,16,28,94002,4,1.5,3,91,0,0,0,1,1
4921,4922,37,11,42,95814,3,0.5,3,0,0,0,0,1,1
4922,4923,31,5,28,90717,1,0.3,1,0,0,0,0,1,1
4923,4924,40,15,73,92029,3,3.0,1,0,0,0,0,1,1
4924,4925,36,12,89,91304,2,2.7,1,0,0,0,0,0,0
4925,4926,64,39,82,94025,4,3.4,2,0,0,0,0,1,0
4926,4927,37,13,83,92220,2,1.7,2,0,0,0,0,0,1
4927,4928,43,19,121,94720,1,0.7,2,0,1,0,1,1,1
4928,4929,57,33,28,90245,1,1.2,3,98,0,0,0,1,0
4929,4930,62,36,39,92028,2,0.3,1,0,0,0,0,1,0
4930,4931,63,38,110,90095,3,1.8,2,109,0,0,0,1,0
4931,4932,57,27,55,95616,1,1.4,3,0,0,0,0,1,0
4932,4933,59,35,111,91107,1,4.3,1,0,0,0,0,1,0
4933,4934,47,23,94,92029,1,4.7,1,0,0,0,0,1,1
4934,4935,26,0,85,93950,2,1.6,3,0,0,0,0,1,1
4935,4936,59,33,81,94022,2,1.4,1,0,0,0,0,1,0
4936,4937,45,20,94,92009,3,0.5,3,0,0,0,0,0,0
4937,4938,33,8,162,94960,1,8.6,1,0,0,0,1,1,1
4938,4939,61,35,80,95973,4,1.7,3,0,0,0,0,1,0
4939,4940,54,29,70,92093,3,2.0,2,116,0,0,0,1,1
4940,4941,46,22,19,92870,3,0.5,1,0,0,0,0,1,0
4941,4942,28,4,112,90049,2,1.6,2,0,1,0,0,1,0
4942,4943,52,26,109,94710,1,2.4,1,308,0,0,1,1,1
4943,4944,26,0,12,96003,1,0.1,2,0,0,0,0,1,0
4944,4945,49,24,33,92093,3,1.7,2,0,0,0,0,1,0
4945,4946,42,18,49,95351,2,1.7,1,106,0,0,0,0,1
4946,4947,51,26,42,93118,1,1.3,2,0,0,0,0,1,0
4947,4948,39,13,41,95064,2,0.3,1,108,0,0,0,1,1
4948,4949,44,20,43,95032,1,0.7,1,0,0,0,0,0,1
4949,4950,29,5,64,94114,4,0.0,1,249,0,0,0,0,1
4950,4951,47,23,19,90089,1,1.0,1,0,0,0,0,0,1
4951,4952,53,27,65,92124,1,2.2,3,0,0,0,0,1,1
4952,4953,29,3,53,94005,4,1.8,3,0,0,0,0,1,0
4953,4954,47,21,32,95051,3,1.5,1,75,0,0,0,1,0
4954,4955,45,19,22,94904,3,1.5,1,0,0,0,0,1,1
4955,4956,63,37,39,91207,2,0.7,3,0,0,0,0,1,1
4956,4957,39,13,59,94109,4,0.2,3,0,0,1,0,0,1
4957,4958,29,-1,50,95842,2,1.75,3,0,0,0,0,0,1
4958,4959,50,26,19,90095,1,0.9,3,0,0,0,0,0,0
4959,4960,51,27,55,93014,1,1.6,2,197,0,1,0,1,0
4960,4961,58,28,81,91604,1,3.0,3,0,0,0,0,1,0
4961,4962,39,14,108,91401,3,1.2,3,0,0,0,0,1,1
4962,4963,46,20,122,90065,3,3.0,3,0,1,0,1,1,1
4963,4964,32,6,98,95054,2,4.5,3,306,0,0,0,0,0
4964,4965,53,27,110,90245,1,4.9,1,0,0,0,0,1,0
4965,4966,29,5,33,94709,1,1.8,2,78,0,0,0,1,0
4966,4967,41,17,34,91361,1,0.7,1,143,0,0,0,0,0
4967,4968,41,16,69,92697,1,0.1,2,0,0,0,0,1,0
4968,4969,58,32,41,93022,4,2.5,1,0,0,0,0,1,1
4969,4970,45,19,60,94143,2,0.4,3,250,0,0,0,1,0
4970,4971,37,13,95,95821,2,1.7,2,0,0,0,0,0,1
4971,4972,58,28,73,90024,1,1.4,3,0,0,1,0,0,0
4972,4973,58,32,41,93401,3,2.2,3,148,0,0,0,1,1
4973,4974,31,1,68,95045,4,4.0,3,0,0,0,0,1,0
4974,4975,59,33,64,92867,4,1.7,2,0,0,0,0,0,1
4975,4976,38,11,29,95207,4,1.0,2,0,0,0,0,1,0
4976,4977,29,5,31,95039,1,1.8,2,0,0,0,0,1,1
4977,4978,40,15,54,90266,3,0.8,3,0,0,0,0,1,0
4978,4979,57,27,63,90210,4,2.0,3,0,0,0,0,1,0
4979,4980,50,26,92,90740,1,2.6,2,213,0,0,0,0,1
4980,4981,29,5,135,95762,3,5.3,1,0,1,0,1,1,1
4981,4982,34,9,195,90266,2,3.0,1,122,0,0,0,1,0
4982,4983,36,10,45,95126,4,0.2,1,0,0,0,0,0,1
4983,4984,51,26,72,95370,1,2.9,1,0,0,0,0,0,0
4984,4985,27,1,98,94043,4,2.3,3,0,0,0,0,0,1
4985,4986,48,23,30,94720,3,1.7,2,162,0,0,0,1,0
4986,4987,32,6,78,95825,1,2.9,3,0,0,0,0,0,0
4987,4988,48,23,43,93943,3,1.7,2,159,0,0,0,1,0
4988,4989,34,8,85,95134,1,2.5,1,136,0,0,0,0,1
4989,4990,24,0,38,93555,1,1.0,3,0,0,0,0,1,0
4990,4991,55,25,58,95023,4,2.0,3,219,0,0,0,0,1
4991,4992,51,25,92,91330,1,1.9,2,100,0,0,0,0,1
4992,4993,30,5,13,90037,4,0.5,3,0,0,0,0,0,0
4993,4994,45,21,218,91801,2,6.67,1,0,0,0,0,1,0
4994,4995,64,40,75,94588,3,2.0,3,0,0,0,0,1,0
4995,4996,29,3,40,92697,1,1.9,3,0,0,0,0,1,0
4996,4997,30,4,15,92037,4,0.4,1,85,0,0,0,1,0
4997,4998,63,39,24,93023,2,0.3,3,0,0,0,0,0,0
4998,4999,65,40,49,90034,3,0.5,2,0,0,0,0,1,0
4999,5000,28,4,83,92612,3,0.8,1,0,0,0,0,1,1
